,0
slope_median_150m,0.0053273404945353995
station_zone_ord,0.0042546932196099296
straight_dist_m,0.0011737464782032372
walk_dist_m,2.394275874096506e-05
slope_mean_150m,0.0
slope_stdev_150m,0.0
slope_min_150m,0.0
slope_max_150m,0.0
slope_range_150m,0.0
school_pc1,0.0
walk_time_min,0.0
avg_daily_ridership,-0.0
