complex_id,aptNm,umdNm,jibun,lat,lon,n_trades,mean_price_per_m2,excluUseAr,floor,building_age,MDD,CV,neighbor_price_level,neighbor_dist_km,neighbor_momentum_3m
182,동대문더퍼스트데시앙,장안동,587,37.5748683003768,127.070597527798,90,1237.3295980293317,77.92745777777778,9.155555555555555,6.0,0.3726478439057619,0.11327093440657397,710.2738281338502,0.3338035487536231,0.07112134227313938
184,동아,전농동,645-2,37.5748821844995,127.045703803592,89,1052.2576793943763,68.67606741573032,11.202247191011235,28.0,0.43447152948852913,0.16952329382384573,1303.3239754956717,0.2296232720473032,12.550705734477873
185,우성그린,답십리동,989-1,37.5749319843241,127.065952197042,114,809.8372534426428,74.81350877192983,9.298245614035087,28.0,0.38522218770845185,0.17816263640937566,870.7877373469248,0.2547609505611408,14.54260089311996
186,래미안 허브리츠,용두동,792,37.5753483719501,127.036037644843,229,1420.424459674857,79.37602620087337,10.043668122270743,14.0,0.47174762737115483,0.19452708497772678,1191.942730550594,0.30027298867037855,3.18147016653223
188,청솔2차우성,답십리동,80-2,37.5755574275884,127.062012465081,31,951.5258674103638,76.67838709677416,9.483870967741936,25.0,0.3888888888888889,0.1428957299212456,943.9819092570676,0.2781246101253696,-3.01955058891491
189,장안힐스테이트,장안동,329-2,37.5756429203038,127.075350784878,227,1209.6661832538216,74.5078898678414,13.088105726872246,18.0,0.5328255080760995,0.16313805217562177,782.0560787123538,0.24367537255341873,-14.678686160183252
193,래미안엘파인아파트,답십리동,1000,37.5758810898601,127.06530754342,134,1084.4857312011918,71.19261194029849,8.664179104477611,14.0,0.4095555619964547,0.17906565861327473,883.4690497247517,0.25010155894514696,6.449095109459546
194,래미안크레시티,전농동,690,37.5762290631959,127.050607073529,595,1617.283793648422,81.43793277310925,8.821848739495799,11.0,0.4516258608297395,0.19724305767592495,1303.22667439077,0.3055260147191995,1.8115307198030672
195,동대문롯데캐슬노블레스,전농동,695,37.5765053861743,127.049358607062,105,1805.0553492839072,73.0752380952381,13.142857142857142,7.0,0.3994171890712254,0.1371307285087412,1469.7373769202063,0.2886651139551649,1.2727320452054158
197,전농SK,전농동,10,37.5766421261107,127.060465846616,488,1012.0396862326943,80.47516393442623,11.934426229508198,25.0,0.4881520091678681,0.2058033812572399,931.8791454926017,0.29024441502327725,-1.7826320713719257
200,정은스카이빌101동,장안동,327,37.5769162415789,127.073867939663,23,697.5797721602146,80.37521739130435,9.826086956521738,21.0,0.41978645614103777,0.20601710609793092,812.435225173583,0.20569404389860507,-7.249160313427128
201,태솔에버빌,장안동,312-8,37.5771401281039,127.072723986184,16,684.9323068213662,49.779375,4.375,12.0,0.09230009164852804,0.1400743181911361,814.9647182413527,0.20873769346430476,-10.082002733502215
203,전농동하우스토리,전농동,32-4,37.5771729640998,127.058555015309,17,773.9855344749716,89.24623529411764,12.941176470588236,18.0,0.30222867949743604,0.13018949625112927,1163.7813045538758,0.3382788332523507,2.989355317476483
204,롯데캐슬피렌체,용두동,790,37.5771845144736,127.035721439041,123,1219.9054865931594,44.88674796747967,8.642276422764228,16.0,0.4148612114223555,0.13694655687541646,1174.106263916347,0.22547840028364577,9.56985702929789
206,청량리역한양수자인그라시엘,용두동,798,37.5772405224004,127.042861502081,44,1834.5440325974594,84.9665909090909,29.681818181818183,2.0,0.0912732731014574,0.05191837618222475,1242.92866937652,0.3719753480039189,14.014732804586426
