complex_id,slope_mean_100m,slope_median_100m,slope_stdev_100m,slope_min_100m,slope_max_100m,slope_range_100m,slope_mean_150m,slope_median_150m,slope_stdev_150m,slope_min_150m,slope_max_150m,slope_range_150m,slope_mean_200m,slope_median_200m,slope_stdev_200m,slope_min_200m,slope_max_200m,slope_range_200m,slope_mean_300m,slope_median_300m,slope_stdev_300m,slope_min_300m,slope_max_300m,slope_range_300m,school_pc1,straight_dist_m,walk_dist_m,walk_time_min,avg_daily_ridership,station_zone_ord,unit_cnt,trade_activity_ratio,n_quarters
37,12.4012791315715,12.2451181411743,0.373792845083109,12.0419902801514,12.9167289733887,0.874738693237305,13.1735129356384,12.7428398132324,1.64003651328741,12.0419902801514,17.4427928924561,5.40080261230469,12.6315689086914,12.660831451416,1.44428928191339,9.62422561645508,17.4427928924561,7.81856727600098,12.1465891974313,12.5729541778564,1.93641352207409,7.23573875427246,17.4427928924561,10.2070541381836,0.2143461003739376,779.9,974.9,13,16961.0,3,48.0,0.39285714285714285,28
38,12.491429567337,12.4483160972595,0.143552256986272,12.3473033905029,12.7217826843262,0.374479293823242,12.4443613290787,12.4294304847717,0.158486293606502,12.1694049835205,12.7217826843262,0.552377700805664,12.4595612287521,12.4491014480591,0.157928283394743,12.1694049835205,12.7354164123535,0.566011428833008,12.5088340486799,12.4599237442017,0.220286825284743,12.1055164337158,13.0956735610962,0.990157127380371,0.2143461003739376,496.4,620.5,8,16961.0,2,67.0,0.2857142857142857,28
39,12.8008028666178,12.8248481750488,0.105844282103767,12.660831451416,12.9167289733887,0.255897521972656,12.5796288251877,12.5558581352234,0.334685853011039,12.0419902801514,13.0956735610962,1.05368328094482,12.8926985859871,12.6659169197083,1.20837281010467,12.0419902801514,17.4427928924561,5.40080261230469,12.5657964706421,12.5879831314087,1.46750904964965,7.94655513763428,17.4427928924561,9.49623775482178,0.2143461003739376,739.3,924.2,12,16961.0,3,19.0,0.10714285714285714,28
40,11.9771933555603,11.7722063064575,0.698573730411308,11.2404632568359,13.1238975524902,1.8834342956543,11.8543671369553,11.7722063064575,0.639893363169476,10.9299840927124,13.1238975524902,2.19391345977783,12.0001214981079,11.8438997268677,0.668902957235042,10.9299840927124,13.6946392059326,2.76465511322021,12.1224090351778,12.0092573165894,0.881143060387885,10.9299840927124,16.1271190643311,5.19713497161865,0.0671918812695998,434.8,543.5,7,16961.0,2,71.0,0.25,28
41,11.9346976280212,11.9580464363098,0.251841529206345,11.5617437362671,12.2609539031982,0.699210166931152,12.1020170450211,12.1876378059387,0.251144059669371,11.5617437362671,12.3573236465454,0.79557991027832,11.954258782523,12.0615062713623,0.378454920688943,11.2404632568359,12.4517688751221,1.21130561828613,12.04583871024,12.1694049835205,0.4868185598646,10.9299840927124,13.1238975524902,2.19391345977783,0.0671918812695998,387.8,484.8,7,16961.0,2,88.0,0.35714285714285715,28
42,12.7042512893677,12.6352233886719,0.238876124277863,12.4508848190308,13.0956735610962,0.64478874206543,12.7096775902642,12.6921443939209,0.205690960986926,12.4009552001953,13.0956735610962,0.694718360900879,12.6170779636928,12.6352233886719,0.224325844079577,12.2451181411743,13.0956735610962,0.850555419921875,12.6736795697893,12.5946731567383,0.874857756616859,11.2526330947876,17.4427928924561,6.19015979766846,0.2143461003739376,694.4,867.9,11,16961.0,3,48.0,0.21428571428571427,28
43,12.3902792930603,12.3349647521973,0.233324668077517,12.1694049835205,12.7217826843262,0.552377700805664,12.3798889584011,12.3447465896606,0.185195366210641,12.1694049835205,12.7217826843262,0.552377700805664,12.3707321166992,12.3548612594604,0.162846316196786,12.1055164337158,12.7217826843262,0.616266250610352,12.3714617490768,12.4115037918091,0.310062827964759,11.3343706130981,12.7916421890259,1.45727157592773,0.2143461003739376,479.1,598.8,8,16961.0,2,32.0,0.25,28
44,12.4669318199158,12.4554042816162,0.093509576213171,12.3473033905029,12.6096153259277,0.262311935424805,12.4803082942963,12.4554042816162,0.120637022376337,12.3473033905029,12.7217826843262,0.374479293823242,12.548898424421,12.4788093566895,0.196249139809426,12.3473033905029,13.0956735610962,0.748370170593262,12.5263458524431,12.5286455154419,0.213419966069247,12.1694049835205,13.0956735610962,0.926268577575684,0.2143461003739376,590.9,738.6,10,16961.0,2,74.0,0.2857142857142857,28
45,11.9346976280212,11.9580464363098,0.251841529206345,11.5617437362671,12.2609539031982,0.699210166931152,11.7855264875624,11.8438997268677,0.366215553637276,11.2404632568359,12.3447465896606,1.10428333282471,11.94520344053,12.0615062713623,0.367809555026313,11.2404632568359,12.3573236465454,1.11686038970947,11.9795211156209,12.1055164337158,0.468371389617543,10.9299840927124,13.1238975524902,2.19391345977783,0.0671918812695998,420.1,525.1,7,16961.0,2,18.0,0.07142857142857142,28
46,12.1680990854899,12.2609539031982,0.193612895059194,11.8985967636108,12.3447465896606,0.446149826049805,11.9207860098945,12.0174961090088,0.335476212305693,11.3343706130981,12.3447465896606,1.0103759765625,11.9742655158043,12.1374607086182,0.376389184347024,11.1274490356445,12.4517688751221,1.32431983947754,12.0416009357997,12.1722345352173,0.470490817608392,11.1274490356445,13.1238975524902,1.9964485168457,0.0671918812695998,433.7,542.1,7,16961.0,2,116.0,0.6071428571428571,28
