,0
slope_max_100m,0.04125754579649695
avg_daily_ridership,-0.019738249469440496
straight_dist_m,0.010919680524467788
slope_range_100m,0.0032264841486245245
station_zone_ord,0.002191519967716001
slope_mean_100m,0.0
slope_median_100m,0.0
slope_stdev_100m,0.0
slope_min_100m,0.0
school_pc1,0.0
walk_dist_m,0.0
walk_time_min,0.0
