weighted_mae_model,weighted_mae_naive,weighted_mae_improve_pct,weighted_rmse_model,weighted_rmse_naive,weighted_rmse_improve_pct,weighted_tier_accuracy
0.1588097990188521,0.18447452229299363,13.782251814757437,0.20682307763591526,0.2763657762376132,25.091294543046953,0.4592356687898089
