,0
unit_cnt,0.18853461268052263
slope_range_300m,0.05718703505457454
slope_min_300m,-0.024421552883166792
avg_daily_ridership,-0.02099730306649601
station_zone_ord,-0.017891142236499832
walk_time_min,-0.007195429707358193
school_pc1,0.0035328175784501317
slope_mean_300m,0.0
slope_median_300m,-0.0
slope_stdev_300m,0.0
slope_max_300m,0.0
straight_dist_m,-0.0
walk_dist_m,-0.0
