complex_id,apt_name,dong,jibun,lat,lon,yyyymm,commercial_index,school_pc1,admin_dong,pop_growth_mom,population,avg_price_per_m2,deal_count,slope_mean_100m,slope_median_100m,slope_stdev_100m,slope_min_100m,slope_max_100m,slope_range_100m,slope_mean_150m,slope_median_150m,slope_stdev_150m,slope_min_150m,slope_max_150m,slope_range_150m,slope_mean_200m,slope_median_200m,slope_stdev_200m,slope_min_200m,slope_max_200m,slope_range_200m,slope_mean_300m,slope_median_300m,slope_stdev_300m,slope_min_300m,slope_max_300m,slope_range_300m,buildYear,station_name,straight_dist_m,walk_dist_m,walk_time_min,avg_daily_ridership,station_zone,building_age,living_population,commercial_index_lasso19
0,장안푸르미에,장안동,466-5,37.5613590070687,127.069901950155,201903,0.1583420193806713,0.0671918812695998,장안제1동,0.039,38560,959.2732452357774,5.0,13.3103071848551,12.8970241546631,0.819687393189431,12.5790100097656,14.4548873901367,1.87587738037109,12.7834632396698,12.5870819091797,0.659388158119534,12.1909875869751,14.4548873901367,2.26389980316162,12.8760043978691,12.5821199417114,1.25540913358244,11.9892673492432,17.2389163970947,5.24964904785156,12.6290843963623,12.5852298736572,1.45202761386392,8.54187202453613,17.2389163970947,8.69704437255859,2013,,465.4,581.7,8,16961.0,역세권,13,37204.59346276881,0.003458443215161913
0,장안푸르미에,장안동,466-5,37.5613590070687,127.069901950155,201906,0.1583420193806713,0.0671918812695998,장안제1동,-0.031,38628,934.9395243707532,6.0,13.3103071848551,12.8970241546631,0.819687393189431,12.5790100097656,14.4548873901367,1.87587738037109,12.7834632396698,12.5870819091797,0.659388158119534,12.1909875869751,14.4548873901367,2.26389980316162,12.8760043978691,12.5821199417114,1.25540913358244,11.9892673492432,17.2389163970947,5.24964904785156,12.6290843963623,12.5852298736572,1.45202761386392,8.54187202453613,17.2389163970947,8.69704437255859,2013,,465.4,581.7,8,16961.0,역세권,13,35326.584281944444,0.004054361565664568
0,장안푸르미에,장안동,466-5,37.5613590070687,127.069901950155,201909,0.1572231762064549,0.0671918812695998,장안제1동,0.072,38703,,,13.3103071848551,12.8970241546631,0.819687393189431,12.5790100097656,14.4548873901367,1.87587738037109,12.7834632396698,12.5870819091797,0.659388158119534,12.1909875869751,14.4548873901367,2.26389980316162,12.8760043978691,12.5821199417114,1.25540913358244,11.9892673492432,17.2389163970947,5.24964904785156,12.6290843963623,12.5852298736572,1.45202761386392,8.54187202453613,17.2389163970947,8.69704437255859,2013,,465.4,581.7,8,16961.0,역세권,13,36504.43254833333,0.004165608877901478
0,장안푸르미에,장안동,466-5,37.5613590070687,127.069901950155,201912,0.1567894397578764,0.0671918812695998,장안제1동,-0.135,38503,934.700524580712,5.0,13.3103071848551,12.8970241546631,0.819687393189431,12.5790100097656,14.4548873901367,1.87587738037109,12.7834632396698,12.5870819091797,0.659388158119534,12.1909875869751,14.4548873901367,2.26389980316162,12.8760043978691,12.5821199417114,1.25540913358244,11.9892673492432,17.2389163970947,5.24964904785156,12.6290843963623,12.5852298736572,1.45202761386392,8.54187202453613,17.2389163970947,8.69704437255859,2013,,465.4,581.7,8,16961.0,역세권,13,38147.40468615592,0.0040184373913733406
0,장안푸르미에,장안동,466-5,37.5613590070687,127.069901950155,202003,0.1584026654986665,0.303271722640867,장안제1동,0.15,37938,1027.320547183365,2.0,13.3103071848551,12.8970241546631,0.819687393189431,12.5790100097656,14.4548873901367,1.87587738037109,12.7834632396698,12.5870819091797,0.659388158119534,12.1909875869751,14.4548873901367,2.26389980316162,12.8760043978691,12.5821199417114,1.25540913358244,11.9892673492432,17.2389163970947,5.24964904785156,12.6290843963623,12.5852298736572,1.45202761386392,8.54187202453613,17.2389163970947,8.69704437255859,2013,,465.4,581.7,8,16961.0,역세권,13,37523.4235688172,0.004369297986478327
0,장안푸르미에,장안동,466-5,37.5613590070687,127.069901950155,202006,0.1584026654986665,0.303271722640867,장안제1동,-0.081,38029,1017.7411983700244,3.0,13.3103071848551,12.8970241546631,0.819687393189431,12.5790100097656,14.4548873901367,1.87587738037109,12.7834632396698,12.5870819091797,0.659388158119534,12.1909875869751,14.4548873901367,2.26389980316162,12.8760043978691,12.5821199417114,1.25540913358244,11.9892673492432,17.2389163970947,5.24964904785156,12.6290843963623,12.5852298736572,1.45202761386392,8.54187202453613,17.2389163970947,8.69704437255859,2013,,465.4,581.7,8,16961.0,역세권,13,36090.61480569445,0.004603760759396386
0,장안푸르미에,장안동,466-5,37.5613590070687,127.069901950155,202009,0.1584026654986665,0.303271722640867,장안제1동,0.317,38013,968.66711051383,3.0,13.3103071848551,12.8970241546631,0.819687393189431,12.5790100097656,14.4548873901367,1.87587738037109,12.7834632396698,12.5870819091797,0.659388158119534,12.1909875869751,14.4548873901367,2.26389980316162,12.8760043978691,12.5821199417114,1.25540913358244,11.9892673492432,17.2389163970947,5.24964904785156,12.6290843963623,12.5852298736572,1.45202761386392,8.54187202453613,17.2389163970947,8.69704437255859,2013,,465.4,581.7,8,16961.0,역세권,13,34365.691313055555,0.004537640866243845
0,장안푸르미에,장안동,466-5,37.5613590070687,127.069901950155,202012,0.1584026654986665,0.303271722640867,장안제1동,0.021,38050,934.629971497648,1.0,13.3103071848551,12.8970241546631,0.819687393189431,12.5790100097656,14.4548873901367,1.87587738037109,12.7834632396698,12.5870819091797,0.659388158119534,12.1909875869751,14.4548873901367,2.26389980316162,12.8760043978691,12.5821199417114,1.25540913358244,11.9892673492432,17.2389163970947,5.24964904785156,12.6290843963623,12.5852298736572,1.45202761386392,8.54187202453613,17.2389163970947,8.69704437255859,2013,,465.4,581.7,8,16961.0,역세권,13,33890.60020483871,0.004814302598210219
0,장안푸르미에,장안동,466-5,37.5613590070687,127.069901950155,202103,0.1588081490150761,-0.0747827134868338,장안제1동,0.097,38079,905.7157021279684,5.0,13.3103071848551,12.8970241546631,0.819687393189431,12.5790100097656,14.4548873901367,1.87587738037109,12.7834632396698,12.5870819091797,0.659388158119534,12.1909875869751,14.4548873901367,2.26389980316162,12.8760043978691,12.5821199417114,1.25540913358244,11.9892673492432,17.2389163970947,5.24964904785156,12.6290843963623,12.5852298736572,1.45202761386392,8.54187202453613,17.2389163970947,8.69704437255859,2013,,465.4,581.7,8,16961.0,역세권,13,35318.21745053764,0.005112673636724226
0,장안푸르미에,장안동,466-5,37.5613590070687,127.069901950155,202106,0.1567894397578764,-0.0747827134868338,장안제1동,0.013,37966,909.2553240270972,5.0,13.3103071848551,12.8970241546631,0.819687393189431,12.5790100097656,14.4548873901367,1.87587738037109,12.7834632396698,12.5870819091797,0.659388158119534,12.1909875869751,14.4548873901367,2.26389980316162,12.8760043978691,12.5821199417114,1.25540913358244,11.9892673492432,17.2389163970947,5.24964904785156,12.6290843963623,12.5852298736572,1.45202761386392,8.54187202453613,17.2389163970947,8.69704437255859,2013,,465.4,581.7,8,16961.0,역세권,13,35733.07245069444,0.005647941569718942
0,장안푸르미에,장안동,466-5,37.5613590070687,127.069901950155,202109,0.1572315874956676,-0.0747827134868338,장안제1동,-0.04,37887,964.7465530409615,1.0,13.3103071848551,12.8970241546631,0.819687393189431,12.5790100097656,14.4548873901367,1.87587738037109,12.7834632396698,12.5870819091797,0.659388158119534,12.1909875869751,14.4548873901367,2.26389980316162,12.8760043978691,12.5821199417114,1.25540913358244,11.9892673492432,17.2389163970947,5.24964904785156,12.6290843963623,12.5852298736572,1.45202761386392,8.54187202453613,17.2389163970947,8.69704437255859,2013,,465.4,581.7,8,16961.0,역세권,13,33487.44719652778,0.005570283807735919
